,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
791,0.592087663,0.495843973,0.476887532,0.703707672,0.55162337,0.259598379,0.773098219,0.362365986,0.520956674,0.54973102,0.699146696,0.537918583,0.66026878,0.587847075,0.78446804,0.518942205,0.555232378,0.655243719,0.619382793,0.531945882,0.313037212,0.542009365,0.407263729,0.497021423,0.475299233,0.620668374,pop
792,0.497041317,0.462127192,0.547768576,0.761594585,0.627701901,0.332967977,0.781164318,0.356196328,0.587686043,0.499352884,0.711363149,0.379287374,0.500462809,0.582243216,0.472211702,0.452106962,0.586538292,0.631100804,0.545566973,0.465608956,0.419026606,0.433279364,0.521348168,0.485627442,0.464453455,0.551914407,hiphop
793,0.59575559,0.45341702,0.700449278,0.791648404,0.720638372,0.516287277,0.805519167,0.177281421,0.503131995,0.566138264,0.657037934,0.299886954,0.666674883,0.620831756,0.568606845,0.554714673,0.685917886,0.472027273,0.648868178,0.355672164,0.343293665,0.50509103,0.402878382,0.570799523,0.460648078,0.42865948,rock
794,0.64652637,0.402677634,0.560980232,0.669448293,0.569537719,0.484782057,0.835454517,0.295176693,0.407825271,0.627057052,0.693064272,0.312546862,0.589639123,0.719949495,0.591739491,0.445423104,0.668688455,0.529520303,0.516729553,0.410714662,0.235640856,0.280624081,0.236667632,0.309001791,0.457786573,0.535304043,alternative
795,0.644055764,0.414471776,0.428291719,0.722466112,0.53340719,0.210903631,0.715022478,0.367954253,0.67480368,0.628404526,0.693856553,0.54024687,0.640761778,0.636573524,0.666188378,0.473385653,0.626318675,0.645614206,0.651640767,0.583807041,0.338869625,0.537295254,0.443150384,0.539911636,0.47403695,0.450674872,blues
796,0.277218098,0.230944357,0.323132117,0.61974051,0.380721925,0.179977636,0.521262422,0.487253002,0.700210235,0.449662189,0.645931714,0.439640611,0.660397808,0.613074151,0.507574334,0.497716811,0.62729519,0.565089572,0.713395811,0.599733275,0.503168098,0.580819312,0.539121809,0.453981786,0.41828504,0.47111036,jazz
797,0.555695884,0.156769427,0.550657516,0.704768671,0.613937727,0.37676607,0.613859911,0.295899346,0.518264608,0.646097896,0.512658346,0.471649606,0.474653134,0.541897003,0.589004819,0.430624708,0.640611071,0.625512881,0.652522242,0.446438807,0.303977043,0.344227261,0.526694385,0.398591485,0.48175515,0.519958309,jazz
798,0.285653201,0.235514975,0.356913074,0.425446683,0.349921559,0.421753673,0.659464971,0.533823363,0.280769571,0.644999492,0.511535526,0.457559828,0.295355424,0.67320731,0.250647997,0.374786667,0.348553648,0.585124998,0.484341121,0.478725458,0.343779589,0.462935934,0.419652472,0.275625075,0.314437633,0.371004102,jazz
799,0.310662055,0.500885416,0.532928007,0.748885049,0.655480631,0.376489825,0.785477307,0.382328852,0.504535339,0.405818929,0.714071277,0.369618607,0.555426522,0.706037087,0.193553101,0.521993136,0.195269556,0.680416394,0.427795703,0.427766693,0.131077697,0.314574233,0.414310167,0.38139478,0.292492998,0.492320091,pop
800,0.419559762,0.343793825,0.246253105,0.487896996,0.259389341,0.139503387,0.639600017,0.607131774,0.562338017,0.464793916,0.664873213,0.349321781,0.599198412,0.553577643,0.357160435,0.302690722,0.568929758,0.32995444,0.568732057,0.480360924,0.357426112,0.44252526,0.542950574,0.547230884,0.410449038,0.442757063,jazz
801,0.4459059,0.385035749,0.387103877,0.614992216,0.529973274,0.246863959,0.694642341,0.457496056,0.51982816,0.812070783,0.426533598,0.923519512,0.277591533,0.795708365,0.215002316,0.580084741,0.365778031,0.704853463,0.596435571,0.592945183,0.391742133,0.389954575,0.520934358,0.155817478,0.541328571,0.231993156,jazz
802,0.62197381,0.339297285,0.242733495,0.545513604,0.272608162,0.121908404,0.640368025,0.589404136,0.580722165,0.438782799,0.754453118,0.479352654,0.755372672,0.584472396,0.866279401,0.502578971,0.785722701,0.708557596,0.702306783,0.55237976,0.287183415,0.432313426,0.457613932,0.526299492,0.439536307,0.800389706,electronic
803,0.384912218,0.370078293,0.351544471,0.513670106,0.408509788,0.247172107,0.701391249,0.485893183,0.35190145,0.638862647,0.565435884,0.66861397,0.330446426,0.803129444,0.503061879,0.484635639,0.432627082,0.778112073,0.646425209,0.697703768,0.352210822,0.522006367,0.445641825,0.364851344,0.475459572,0.424829467,hiphop
804,0.36666013,0.378249487,0.390321697,0.609034794,0.445433779,0.253570015,0.715567228,0.428455509,0.499917415,0.598092118,0.699407865,0.290731931,0.6747867,0.709567291,0.440983467,0.422107497,0.680116185,0.557316699,0.576436407,0.420238425,0.378880747,0.420230749,0.37580504,0.407993881,0.385805473,0.38972806,blues
805,0.510429395,0.493423669,0.397519758,0.6460048,0.487556336,0.230900155,0.685756678,0.354445502,0.582410663,0.639570042,0.697708464,0.74139698,0.854993928,0.687502907,0.727113612,0.535495317,0.777715375,0.577966802,0.536221019,0.241037809,0.289159271,0.483703106,0.457056044,0.388553428,0.43583357,0.676713737,jazz
806,0.203497615,0.143596096,0.334021818,0.496045827,0.317255123,0.388635665,0.48853179,0.471026695,0.486282589,0.476524061,0.761872399,0.659119857,0.589813521,0.492096613,0.711240599,0.463853614,0.691085394,0.550538919,0.839857248,0.837792753,0.444212296,0.056759067,0.053452789,0.323279591,0.487016699,0.441854771,jazz
807,0.464329937,0.087038281,0.225860122,0.36069561,0.248667485,0.179019689,0.427402793,0.652553707,0.317128997,0.478525506,0.805681882,0.523867221,0.582699732,0.461850886,0.643012642,0.202513606,0.294233268,0.331072856,0.679029943,0.148736359,0.087079907,0.30867651,0.259806515,0.284397297,0.333347883,0.296672605,alternative
808,0.458701542,0.36014853,0.480091138,0.701030543,0.547480055,0.252687814,0.601851649,0.32471131,0.576204329,0.50471331,0.713616673,0.524877349,0.643354008,0.624924322,0.646932146,0.278202939,0.571106701,0.339344139,0.566214579,0.389500035,0.228216973,0.336551899,0.362141821,0.376655751,0.449374606,0.394933766,jazz
809,0.85710756,0.463697443,0.691868218,0.841720191,0.765288763,0.371682285,0.713587983,0.147286018,0.650598685,0.603339445,0.792459135,0.710406611,0.67917453,0.627377563,0.685465384,0.547986214,0.730052273,0.64776522,0.653349664,0.660472455,0.392878078,0.572642632,0.558519236,0.570304797,0.530414058,0.572999298,electronic
810,0.540578423,0.375282381,0.564167452,0.755550683,0.632061299,0.303913313,0.700097894,0.298416289,0.618849718,0.525361266,0.656337959,0.537203716,0.634031212,0.621785802,0.557329686,0.435930915,0.654883503,0.787649478,0.743917181,0.501482159,0.412595716,0.517000375,0.333822193,0.531723308,0.465480612,0.331768134,hiphop
811,0.611092834,0.440695383,0.810802143,0.884500219,0.845054432,0.520528965,0.811100794,0.112702345,0.637115721,0.67058731,0.63026557,0.481029193,0.675839095,0.583158477,0.780106061,0.566484854,0.717151804,0.698153592,0.603692475,0.428837367,0.318924658,0.40214753,0.500357762,0.429226079,0.424421984,0.470840966,rock
812,0.519146151,0.27045155,0.55334379,0.819318318,0.700882169,0.252170969,0.677246533,0.262199615,0.680759115,0.661404238,0.709448297,0.678498763,0.625357026,0.756756492,0.717271331,0.509759493,0.74446503,0.493844889,0.585463729,0.357429999,0.302319423,0.318194946,0.388995814,0.426760596,0.37876842,0.555769136,blues
813,0.282075606,0.062998661,0.210192805,0.592136457,0.237403706,0.060461864,0.339630301,0.492244274,0.854196704,0.55914666,0.695033323,0.422589866,0.576110332,0.624816215,0.609538935,0.243003861,0.336294347,0.217144227,0.395001339,0.28158412,0.223609169,0.535468978,0.465684138,0.097278781,0,0.398184429,alternative
814,0.58724011,0.413636842,0.277923638,0.579083377,0.3735946,0.07879201,0.578678604,0.498413808,0.713140274,0.568318711,0.890435715,0.650546888,0.721158238,0.756917129,0.693522322,0.38663967,0.73849284,0.562372174,0.626568793,0.432397656,0.337355143,0.296311685,0.32297716,0.407972177,0.419504371,0.130537063,rock
815,0.400762033,0.177247604,0.253462263,0.429569462,0.279406216,0.156590433,0.506477909,0.579650268,0.451969202,0.546675875,0.796700588,0.412509113,0.631900251,0.641935607,0.329076339,0.404065309,0.411879352,0.563923187,0.480664814,0.141021406,0.315740918,0.436469387,0.216897332,0.130542098,0.365218527,0.031184009,folk
816,0.272185952,0.288685086,0.266887128,0.545182831,0.294093032,0.131719534,0.623242748,0.553232047,0.573499656,0.444130826,0.689760831,0.36757627,0.548874333,0.560271972,0.513693978,0.414096989,0.50117771,0.47918715,0.552001707,0.423368727,0.379770714,0.701539554,0.648750039,0.453358123,0.452157424,0.372430234,jazz
817,0.377791457,0.345097452,0.366980526,0.676651613,0.484147019,0.180775177,0.628228691,0.447019713,0.705127262,0.567325267,0.832654581,0.517724436,0.614382063,0.572135399,0.629704578,0.404374584,0.580654663,0.552682837,0.644133708,0.349468058,0.313560599,0.558991021,0.598719942,0.610466952,0.53067273,0.499370218,folk
818,0.466769053,0.359039412,0.260668434,0.560228503,0.31435686,0.124840157,0.642442221,0.519082978,0.641833719,0.522011011,0.661824847,0.620463647,0.642402803,0.571323711,0.808339618,0.757943947,0.891584045,0.603920744,0.47824468,0.354546469,0.313497549,0.479023019,0.412462269,0.375441782,0.479001878,0.630521933,jazz
819,0.563064675,0.631520205,0.223761717,0.514032286,0.282489693,0.07001457,0.699737024,0.579138996,0.708483979,0.649139793,0.663765978,0.518369545,0.604371259,0.617955328,0.583805936,0.503535142,0.709967387,0.699822592,0.613294615,0.548392995,0.33014367,0.358748929,0.497969376,0.484655021,0.45361562,0.615494339,electronic
820,0.278433991,0.185346415,0.255558252,0.554348932,0.318376699,0.117599885,0.49506506,0.578371506,0.692032159,0.452100139,0.747696897,0.348589257,0.616752613,0.490443983,0.415021605,0.270124667,0.535343112,0.320894997,0.521227839,0.353813007,0.255363116,0.260261309,0.324592564,0.447483267,0.46531482,0.434296842,jazz
821,0.411948939,0.337492971,0.470858308,0.727835563,0.581655542,0.272733349,0.738721638,0.36416935,0.587432838,0.554395958,0.68736177,0.501686646,0.565749436,0.563002358,0.410735442,0.403444253,0.567317932,0.559672461,0.600288813,0.450924326,0.262524528,0.303535126,0.378168585,0.543350765,0.574736965,0.644506266,alternative
822,0.517682221,0.22911447,0.277050023,0.430196082,0.309757369,0.189623908,0.628254935,0.608321313,0.371685809,0.578561793,0.667880336,0.455412136,0.598000332,0.50479435,0.585231256,0.247633674,0.620840079,0.426362728,0.556843858,0.53732724,0.430295667,0.538483224,0.545533374,0.521003627,0.58134687,0.601206718,rock
823,0.317475773,0.106980044,0.222580717,0.402507909,0.23691666,0.15786472,0.50388317,0.643664881,0.434393256,0.519452545,0.623751066,0.293083344,0.499567993,0.391732706,0.431922198,0.378671276,0.469578372,0.427841407,0.490105621,0.254172146,0.210231402,0.316818773,0.403131368,0.41698483,0.3567915,0.368958853,pop
824,0.460297665,0.479877851,0.523936898,0.707712593,0.568038854,0.363657831,0.782250259,0.347404659,0.52764021,0.501597335,0.65890174,0.288408134,0.522514443,0.624537274,0.379456994,0.251750265,0.642518652,0.497985679,0.512659849,0.417948814,0.376606713,0.391814902,0.418956538,0.637863643,0.511377129,0.610818003,hiphop
825,0.541084835,0.164118288,0.64191659,0.839151709,0.744356106,0.373210541,0.549228874,0.163842645,0.654514177,0.643125685,0.824327638,0.641430015,0.651099125,0.583419359,0.531391364,0.452032912,0.625946405,0.52318869,0.59054699,0.413102294,0.27247419,0.286696368,0.446461867,0.406532373,0.403217335,0.499737397,jazz
826,0.71990849,0.621479206,0.713510506,0.837563155,0.765957593,0.461394855,0.814035934,0.15122778,0.659401744,0.619412008,0.621566994,0.673114805,0.768997661,0.767346882,0.770287649,0.54147473,0.710030198,0.552102978,0.664389,0.545459456,0.356181106,0.495810083,0.46500514,0.520414339,0.491843734,0.539189685,hiphop
827,0.679127123,0.496423605,0.445859902,0.827742189,0.629310522,0.117769195,0.707639648,0.324594382,0.6697496,0.524171373,0.787170789,0.539241208,0.750951774,0.682620674,0.775403718,0.553907401,0.75152527,0.653320992,0.710413441,0.575295315,0.476258883,0.633658211,0.499045534,0.469367663,0.468142003,0.432387597,electronic
828,0.437435583,0.523584161,0.615588175,0.733736218,0.667063391,0.487856389,0.886526085,0.270345497,0.422576346,0.526871103,0.656382092,0.319809054,0.545930398,0.64842686,0.471002628,0.6339487,0.54163273,0.608841971,0.666330923,0.521473194,0.350135987,0.326608993,0.418399477,0.574604647,0.393384115,0.52628435,pop
829,0.64964106,0.347103334,0.426628697,0.619864659,0.478600877,0.25168086,0.723488492,0.37161952,0.47721058,0.690722033,0.708158598,0.544463959,0.78858375,0.65464377,0.694824596,0.451012235,0.673887007,0.665259451,0.588846629,0.499794034,0.420605887,0.320117854,0.590736999,0.43454168,0.408352066,0.513372099,blues
830,0.38443071,0.825788318,0.406546364,0.697615431,0.525617896,0.159366244,0.785546348,0.333813732,0.621924517,0.730507926,0.752864253,0.520634874,0.580478669,0.606857829,0.632997347,0.436184329,0.724828966,0.53513811,0.713536263,0.669839684,0.480220365,0.566379881,0.451820617,0.409432025,0.435109216,0.512958242,folk
831,0.672833239,0.314911323,0.191894216,0.485357278,0.230005419,0.020531192,0.55776384,0.60187864,0.682461443,0.454995391,0.714722049,0.629036566,0.914626408,0.775602672,0.725620706,0.538972597,0.692854312,0.518220101,0.610643308,0.493109661,0.361619422,0.451553881,0.494858994,0.482434364,0.604404156,0.553104827,alternative
832,0.64265822,0.583957018,0.469908631,0.850163758,0.649022137,0.151711602,0.738615268,0.322398491,0.808028269,0.61910686,0.795612531,0.622120163,0.749771316,0.606041296,0.579731878,0.454974697,0.669997547,0.554511704,0.623649015,0.566968302,0.371918761,0.522501236,0.508392865,0.50778114,0.584994665,0.619610187,jazz
833,0.538425676,0.329637578,0.527128514,0.779222642,0.630095969,0.330548613,0.741176778,0.343367904,0.600881158,0.547253139,0.750865962,0.474631585,0.599945555,0.543195263,0.507923522,0.475262969,0.547426149,0.458591138,0.597905703,0.420531654,0.309788321,0.570423504,0.348568682,0.41289965,0.400222397,0.424325148,folk
834,0.442438385,0.505043547,0.476743559,0.70197835,0.536353471,0.302264759,0.794959615,0.345407145,0.524584045,0.607273547,0.659331606,0.257147125,0.691138092,0.602240742,0.551974847,0.551099376,0.597496032,0.555190163,0.695531932,0.480871351,0.337833972,0.520526954,0.403896223,0.516076414,0.506543894,0.49796249,blues
835,0.549314888,0.547928305,0.580695713,0.768666614,0.66477908,0.406333123,0.87533031,0.287233415,0.506014098,0.573665746,0.714515591,0.409636966,0.61834795,0.665981444,0.50162887,0.439809876,0.549562438,0.623176064,0.63483216,0.42738498,0.379518438,0.523204108,0.35856847,0.460619756,0.489183229,0.497921027,alternative
836,0.684015558,0.204196739,0.589410232,0.812260415,0.688572271,0.265680207,0.5419063,0.21637062,0.621239549,0.511186309,0.701211944,0.599569278,0.680669461,0.626156542,0.499433092,0.440686691,0.75522746,0.647462807,0.708205738,0.458517826,0.370994365,0.569982693,0.459456961,0.625434909,0.630318446,0.521406412,hiphop
837,0.310388163,0.149655346,0.502912144,0.710288209,0.544705269,0.302015246,0.578462329,0.343908102,0.542077383,0.516562993,0.68321687,0.306073487,0.622752065,0.386493913,0.431154016,0.293852132,0.367936969,0.317132973,0.449003361,0.287578066,0.146087988,0.217074604,0.255974525,0.375671184,0.315353533,0.304468644,folk
838,0.411184553,0.188228785,0.382527377,0.580952628,0.439815609,0.252380379,0.597279569,0.407894846,0.486867488,0.689884588,0.66803234,0.427596166,0.414979757,0.634990794,0.398168087,0.415338241,0.461605053,0.31237448,0.654331664,0.365088765,0.131578319,0.353258559,0.54888724,0.554371729,0.303985651,0.430078991,folk
839,0.514976585,0.513760444,0.455603686,0.727393215,0.589955891,0.233698246,0.812011979,0.392348032,0.565674168,0.483013495,0.626007713,0.592465053,0.640510386,0.648189989,0.46120037,0.358962914,0.57772596,0.46636818,0.59843651,0.411305402,0.358164808,0.315669777,0.228102505,0.304297439,0.282661267,0.417650641,alternative
840,0.303150533,0.145115439,0.531993807,0.717986634,0.607695315,0.364807364,0.64604133,0.361237279,0.487284117,0.437568019,0.615629896,0.174045126,0.403943979,0.588529155,0.268060316,0.309841419,0.531081224,0.60956776,0.468260321,0.233579674,0.145830038,0.384639121,0.355396897,0.484531305,0.693151785,0.935692275,electronic
841,0.267892517,0.196457328,0.344693935,0.546141645,0.386875159,0.307838657,0.530705156,0.392639973,0.533983131,0.707045019,0.715526982,0.33781079,0.691706062,0.501468577,0.390994854,0.436116077,0.509323639,0.495031177,0.700363228,0.342362133,0.2191829,0.345009569,0.388613442,0.443041804,0.472661491,0.295750301,alternative
842,0.454543061,0.478322847,0.537849934,0.74652154,0.621517798,0.354149681,0.812811561,0.341391763,0.553181513,0.577465335,0.718568675,0.422373086,0.572354064,0.654117812,0.492239291,0.434226546,0.567270121,0.509801598,0.601187541,0.461164549,0.435611259,0.517429873,0.481692781,0.588875216,0.493149661,0.500350573,folk
843,0.555139889,0.421097755,0.786585061,0.83945707,0.818105737,0.645992897,0.81355736,0.158484474,0.544478032,0.509982267,0.718081721,0.397943503,0.504288797,0.593287749,0.578545849,0.384012485,0.653461598,0.547976218,0.564579391,0.515274764,0.328847515,0.516966684,0.370109545,0.459715595,0.433567122,0.418479121,rock
844,0.773860098,0.426333173,0.552353164,0.68419991,0.586213875,0.389647075,0.810654704,0.289086447,0.464635027,0.761601003,0.664092301,0.430985742,0.696397032,0.630068182,0.777921483,0.517996778,0.685722785,0.611088539,0.538666971,0.443910484,0.345496416,0.540038627,0.460252336,0.46720981,0.500597658,0.666092048,rock
845,0.738468122,0.293018914,0.517680108,0.79672084,0.634575413,0.274043284,0.712134449,0.32436402,0.608443902,0.606260983,0.746729047,0.455460969,0.767372499,0.677568776,0.648222959,0.442032492,0.736289597,0.569046744,0.751247407,0.533026447,0.328663726,0.516930714,0.404699697,0.57869585,0.451769524,0.54807015,rock
846,0.41767525,0.229996052,0.460578435,0.802189789,0.599038257,0.226899068,0.632514589,0.361735167,0.724215716,0.601942809,0.879788269,0.513994977,0.544417946,0.594833274,0.559012174,0.379807933,0.564062602,0.587061053,0.624406186,0.409853771,0.374784248,0.546777677,0.452238788,0.579437167,0.485283753,0.528347842,rock
847,0.605391667,0.410494004,0.673398604,0.792555742,0.722246994,0.526316728,0.842837228,0.231989243,0.470239202,0.579059652,0.759342007,0.442252289,0.66458252,0.656568139,0.703107626,0.397946115,0.667019658,0.575838008,0.589692275,0.490591052,0.259779745,0.273519566,0.369454136,0.457979258,0.386964529,0.489709119,rock
848,0.713760151,0.393329235,0.607831696,0.706524415,0.637285031,0.496108075,0.847809904,0.266546852,0.402918282,0.590243739,0.705287083,0.560222165,0.637390546,0.628960419,0.571971038,0.434923237,0.608862632,0.495126129,0.550475579,0.444216402,0.326339567,0.445028797,0.438776456,0.449925345,0.369823551,0.540846623,alternative
849,0.574713874,0.338912962,0.459144541,0.769839678,0.584162797,0.171694761,0.682373769,0.331522297,0.629401411,0.61482545,0.725325868,0.554000746,0.749022323,0.644222194,0.848484201,0.590508532,0.638626833,0.588104113,0.636538906,0.587617302,0.362083512,0.541545971,0.408969049,0.56409407,0.484224813,0.540314771,electronic
850,0.673495825,0.271015765,0.698410956,0.769088986,0.717561755,0.620774463,0.788683039,0.186411673,0.428315089,0.602938698,0.738944319,0.336951863,0.66514094,0.673370014,0.649682261,0.475060268,0.567789939,0.550833574,0.586954284,0.371004929,0.304681078,0.349659651,0.397219764,0.471408193,0.499543858,0.493723589,rock
851,0.581525409,0.586940505,0.459594845,0.629519887,0.50497678,0.33998102,0.869406034,0.385550894,0.409935844,0.596461535,0.666737202,0.569309704,0.696498479,0.66989551,0.469746403,0.513157598,0.644788454,0.681448152,0.586408509,0.541379219,0.328719842,0.336899822,0.301489172,0.512614427,0.523360508,0.598654764,rock
852,0.374699697,0.129533807,0.218900953,0.485121233,0.247096593,0.086063474,0.501349974,0.601747162,0.583409684,0.506303395,0.67170837,0.503297422,0.659244268,0.490982804,0.476395904,0.543861294,0.607576367,0.235602493,0.450359455,0.438168108,0.201980337,0.30678524,0.450632762,0.17376821,0.263763964,0.336430831,jazz
853,0.572361354,0.134450276,0.575188045,0.811554058,0.705742332,0.285315831,0.601669344,0.232235615,0.619780581,0.662245705,0.704476367,0.627115847,0.688188619,0.692421378,0.502465039,0.428587111,0.694615455,0.57303772,0.471659647,0.536905355,0.344826679,0.370660557,0.409012206,0.570622374,0.457786284,0.568701025,jazz
854,0.651898665,0.45643743,0.541054498,0.672334129,0.577556816,0.416678918,0.865440659,0.321633269,0.397187247,0.551623361,0.633620736,0.474606226,0.59939591,0.67372086,0.612588688,0.557528798,0.578741993,0.539628804,0.592191044,0.392593585,0.324633733,0.557791934,0.563296814,0.55770613,0.453269022,0.608334031,alternative
855,0.580601085,0.77984739,0.328641538,0.602353435,0.389519609,0.149702148,0.818321597,0.47898183,0.513367157,0.530236555,0.755145411,0.476411676,0.701085132,0.673506247,0.61056997,0.519281374,0.658655277,0.611203138,0.563166962,0.560437302,0.486048231,0.587450054,0.504670161,0.56822128,0.412947181,0.546363311,pop
856,0.50563167,0.255753562,0.554974556,0.705480176,0.599093135,0.406266292,0.732297101,0.279571382,0.49930042,0.677129457,0.663736567,0.482848239,0.636504194,0.53515685,0.433048851,0.483142883,0.618546018,0.542224252,0.492397171,0.466851845,0.278166313,0.141175221,0.305400608,0.394559218,0.356448222,0.516653612,jazz
857,0.456469098,0.105015181,0.501618834,0.697287399,0.582142588,0.27767456,0.577872697,0.337510821,0.483496998,0.504022683,0.597198902,0.475827021,0.533928542,0.5778666,0.496041843,0.344002591,0.538722051,0.487137297,0.599307337,0.51315386,0.380282662,0.327581434,0.415973809,0.455607941,0.38259645,0.510567551,jazz
858,0.317371313,0.431294142,0.372434819,0.753153004,0.502013349,0.181443513,0.696824475,0.432272211,0.763117801,0.528509798,0.756535334,0.44680814,0.595781214,0.471936614,0.620201134,0.372370291,0.501187954,0.413844319,0.502086839,0.418517929,0.34994892,0.542130686,0.520611332,0.41089069,0.468050092,0.55969586,jazz
859,0.486679816,0.719773455,0.735272271,0.911466629,0.868367438,0.517770977,0.937863198,0.20417392,0.574300467,0.490494035,0.759957141,0.498011428,0.61189753,0.595330994,0.640822404,0.521100884,0.65539467,0.457778953,0.601166509,0.66247705,0.371814167,0.336623244,0.364490627,0.321708685,0.294749699,0.417611818,alternative
860,0.558088314,0.3930705,0.529283691,0.714675773,0.59927149,0.368367353,0.801750468,0.308106432,0.47842622,0.600746154,0.738275125,0.534868525,0.673166002,0.666529202,0.683362461,0.58362361,0.633942061,0.48756272,0.561162529,0.363573054,0.394977332,0.440593579,0.447279404,0.473554153,0.378509907,0.467387783,blues
861,0.267482325,0.24746314,0.311322129,0.5122604,0.29913841,0.200593479,0.594377185,0.520941518,0.488526346,0.376728141,0.551219525,0.202898778,0.516225055,0.328151188,0.283196957,0.100949686,0.401509166,0.227136531,0.414993618,0.182500441,0.19989968,0.264825351,0.148781744,0.511865473,0.43387382,0.344082342,folk
862,0.478978886,0.452504839,0.38740503,0.688558042,0.475863819,0.186509478,0.731043194,0.446058152,0.560253116,0.454239302,0.732606522,0.488258469,0.905884013,0.78740949,0.759737964,0.312894564,0.654000622,0.384260062,0.610424106,0.444562994,0.356892738,0.314384963,0.272484703,0.445307007,0.377986501,0.332798552,folk
863,0.579130481,0.265196655,0.514507809,0.836423724,0.65685259,0.21491363,0.623271498,0.314248897,0.707312982,0.549640334,0.780775711,0.562946702,0.756687548,0.695072236,0.782005531,0.528158158,0.672505332,0.579777181,0.729162164,0.532708884,0.272807082,0.566760379,0.352070406,0.397171787,0.297981232,0.406029989,pop
864,0.39968408,0.213848722,0.405214757,0.474913156,0.370421946,0.354474936,0.618416736,0.391313064,0.207024639,0.369395467,0.743367766,0.72349043,0.572071481,0.724714296,0.431601051,0.372822167,0.561524548,0.228328409,0.510453056,0.352848161,0.208073015,0.234462903,0.368781437,0.364260355,0.263339427,0.404793735,jazz
865,0.649453137,0.351484872,0.733152908,0.842148581,0.7885366,0.577782827,0.811539251,0.183817819,0.577120633,0.650886917,0.62170898,0.340357901,0.741926241,0.628793239,0.751632338,0.397206511,0.532135797,0.712483014,0.728662409,0.509601737,0.422495027,0.332331766,0.407156116,0.521025167,0.531114921,0.712704045,hiphop
866,0.780987332,0.582283952,0.647509778,0.886846633,0.771157316,0.368028729,0.833312045,0.238656065,0.660928023,0.530615056,0.698841307,0.663485375,0.783852168,0.739030441,0.688866534,0.416410951,0.747157448,0.497272564,0.742614166,0.57411169,0.411565215,0.49792329,0.473604991,0.48515736,0.546702769,0.517591751,alternative
867,0.607804836,0.007509649,0.767261653,0.801951432,0.783834212,0.696322832,0.479457813,0.127675784,0.519249501,0.643002047,0.607007828,0.294018818,0.566447067,0.451330168,0.303530735,0.322352439,0.521395792,0.367562784,0.516225721,0.237339878,0.146729696,0.43226101,0.307180903,0.259626203,0.335612849,0.675245068,jazz
868,0.244876025,0.123686061,0.076244061,0.131775241,0.080777489,0.083849067,0.306269282,0.746577614,0.568431368,0.483122677,0.798326015,0.317412169,0.588586045,0.56923195,0.743928837,0.311908114,0.741532162,0.403801521,0.620842098,0.458791212,0.368832851,0.300933393,0.44289289,0.298130206,0.503231394,0.294392179,jazz
869,0.80697211,0.04186182,0.290922087,0.601323154,0.401928974,0.106006534,0,0.145233446,0.75476214,0.517627117,0.849444842,0.58538331,0.874611634,0.674476617,0.811420396,0.491442682,0.821387599,0.631133096,0.813281283,0.593980197,0.540250833,0.512167445,0.667094804,0.513913801,0.603934611,0.566039606,electronic
870,0.531419578,0.587078147,0.519571546,0.62672935,0.534065731,0.388969832,0.834097669,0.330147538,0.371693312,0.572024843,0.677444303,0.339961957,0.426354861,0.605616748,0.650879601,0.432879495,0.651627932,0.533053575,0.603933889,0.539792505,0.276615876,0.37287851,0.348599079,0.514779405,0.422425628,0.453799222,hiphop
871,0.563972563,0.413088775,0.526258348,0.688516275,0.568639086,0.342315729,0.755540776,0.304021098,0.466429017,0.594241981,0.719255183,0.478021203,0.580200279,0.576646931,0.562234215,0.486211783,0.489417669,0.531829715,0.609800691,0.611060456,0.332631859,0.556455591,0.527412825,0.460461772,0.487183928,0.526372063,hiphop
872,0.772885062,0.164135502,0.515870192,0.743665355,0.606903009,0.302113269,0.668877104,0.320210459,0.486873415,0.599937482,0.784289896,0.457325366,0.704209544,0.669620932,0.816738438,0.588578998,0.687398687,0.774047861,0.6521101,0.536276943,0.346074693,0.482122478,0.487407005,0.532106028,0.476408083,0.525798549,blues
873,0.544109681,0.263242745,0.660217913,0.779162885,0.709220247,0.515240222,0.786878049,0.216118891,0.49860123,0.614389846,0.696781212,0.533641449,0.557147278,0.543725117,0.635101126,0.553995742,0.617987815,0.418509657,0.566750632,0.461274008,0.364798827,0.46557721,0.487655802,0.572545086,0.368087174,0.4160851,blues
874,0.588086731,0.446762207,0.525125841,0.697981649,0.595426576,0.40604797,0.850274818,0.338077475,0.444350312,0.543017289,0.628019188,0.513174299,0.608550121,0.640087827,0.564370207,0.425540214,0.521404344,0.491152269,0.617300287,0.446564234,0.372142743,0.370096512,0.477835374,0.355674928,0.450745414,0.508472055,folk
875,0.489619922,0.071888908,0.300700207,0.52811844,0.339106992,0.167764961,0.478339112,0.562686001,0.525232086,0.474290013,0.723781506,0.4345038,0.593474319,0.567899772,0.521943265,0.381876891,0.607662327,0.513047828,0.647052788,0.488510613,0.372165694,0.413518524,0.452089384,0.436879845,0.443082686,0.49925899,folk
